sep=,
DeviceTag:, DOT_Pelvis
FirmwareVersion:,2.2.1
AppVersion:,2023.6.0
SyncStatus:,Synced
OutputRate:,60Hz
FilterProfile:,Dynamic
Measurement Mode:,Custom modes - custom mode5
StartTime: ,2026-09-15_18:07:21_949 GMT+8
© Movella Technologies B. V. 2005-2026

PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Quat_W,Quat_X,Quat_Y,Quat_Z
1,888793813,-7.865263,0.881179,3.468649,-4.005283,-13.792890,-20.389582,-0.436433,-0.535595,-0.287324,0.663420,
2,888810480,-8.095052,1.391603,3.488673,-4.715641,-10.305161,-20.761169,-0.435181,-0.533273,-0.288911,0.665421,
3,888827147,-8.623310,1.759785,3.470040,-4.764954,-3.764738,-17.873394,-0.433934,-0.531696,-0.290689,0.666723,
4,888843814,-9.326990,2.069114,3.344137,-6.003723,2.520861,-12.698719,-0.433015,-0.530865,-0.292581,0.667154,
5,888860481,-9.496881,2.065037,3.068133,-8.564377,0.562513,-6.626930,-0.432965,-0.529939,-0.294127,0.667243,
6,888877148,-9.396021,2.009958,2.871459,-9.380513,-1.084596,0.316605,-0.433721,-0.529098,-0.295113,0.666985,
7,888893815,-9.338502,1.936754,2.766452,-10.098797,3.602088,6.420549,-0.434922,-0.528926,-0.295994,0.665948,
8,888910482,-9.410979,1.805265,2.662241,-11.024830,8.576286,10.784552,-0.436401,-0.529363,-0.296941,0.664209,
9,888927149,-9.515383,1.672696,2.670463,-12.593531,11.113350,14.511751,-0.438248,-0.530102,-0.297912,0.661965,
10,888943816,-9.555048,1.597216,2.589454,-14.537774,12.063166,16.864058,-0.440425,-0.530905,-0.298945,0.659405,
11,888960483,-9.339109,1.437647,2.528063,-17.081999,10.923134,17.164387,-0.442872,-0.531441,-0.300122,0.656795,
12,888977150,-9.132763,1.335425,2.382787,-19.176727,12.774362,15.641507,-0.445247,-0.531945,-0.301731,0.654039,
13,888993817,-9.005579,1.313497,2.215505,-20.947737,12.340917,13.337523,-0.447552,-0.532183,-0.303653,0.651376,
14,889010484,-8.787264,1.294405,2.116324,-24.306818,10.494596,9.777735,-0.449854,-0.531862,-0.306045,0.648930,
15,889027151,-8.612155,1.341774,2.091030,-27.528166,9.531404,5.973329,-0.452081,-0.531059,-0.308966,0.646651,
16,889043818,-8.695219,1.335783,2.051571,-31.731003,10.364136,2.428714,-0.454251,-0.529888,-0.312604,0.644338,
17,889060485,-9.097489,1.329504,2.027756,-35.588936,9.816734,0.560735,-0.456557,-0.528311,-0.316702,0.641998,
18,889077152,-9.374236,1.257423,2.042315,-37.637943,8.378604,1.039951,-0.459117,-0.526470,-0.320850,0.639621,
19,889093819,-9.541340,1.221666,2.175436,-37.693111,8.068254,4.471584,-0.461999,-0.524739,-0.324708,0.637016,
20,889110486,-9.691588,1.048942,2.166988,-36.087147,10.783841,9.165392,-0.465050,-0.523572,-0.328231,0.633943,
21,889127153,-9.848428,0.844519,2.027375,-33.836788,11.018517,13.135919,-0.468271,-0.522752,-0.331250,0.630670,
22,889143820,-9.965894,0.707128,1.937511,-32.709309,8.223722,15.484765,-0.471741,-0.521849,-0.333787,0.627486,
23,889160487,-9.976293,0.639563,1.748718,-32.205017,3.888633,15.885357,-0.475407,-0.520590,-0.335940,0.624609,
24,889177154,-9.737094,0.561225,1.598965,-30.564745,-0.930295,15.221951,-0.479111,-0.518961,-0.337652,0.622207,
25,889193821,-9.442119,0.485913,1.568600,-28.527473,-4.220988,14.512187,-0.482748,-0.517128,-0.338997,0.620188,
26,889210488,-9.218629,0.474875,1.408077,-26.835421,-4.903273,13.635932,-0.486201,-0.515299,-0.340200,0.618351,
27,889227155,-9.078874,0.576223,1.336393,-26.209747,-6.908535,12.187924,-0.489567,-0.513252,-0.341306,0.616787,
28,889243822,-8.942460,0.777891,1.262094,-25.507759,-7.548968,9.170916,-0.492632,-0.511038,-0.342523,0.615508,
29,889260489,-8.939250,0.901763,1.280865,-24.615068,-6.262435,4.835760,-0.495170,-0.508779,-0.344069,0.614479,
30,889277156,-8.955164,0.979635,1.313723,-22.884665,-3.321089,0.731314,-0.497060,-0.506696,-0.345972,0.613606,
31,889293823,-9.094820,1.119066,1.425056,-21.251339,1.277071,-2.251411,-0.498326,-0.504986,-0.348276,0.612685,
32,889310490,-9.344138,0.961287,1.528539,-20.444195,7.163302,-2.923503,-0.499169,-0.503819,-0.350982,0.611414,
33,889327157,-9.560287,0.869586,1.488983,-21.177530,9.417789,-1.912030,-0.500035,-0.502845,-0.353838,0.609860,
34,889343824,-9.654974,0.837506,1.468292,-22.689051,4.505314,-0.012422,-0.501426,-0.501418,-0.356327,0.608441,
35,889360491,-9.682410,0.879926,1.654559,-20.477156,0.083158,3.289630,-0.503173,-0.499926,-0.358054,0.607213,
36,889377158,-9.666267,1.078920,1.650840,-16.667122,0.493256,6.649723,-0.504913,-0.498920,-0.359227,0.605901,
37,889393825,-9.646817,1.293863,1.546243,-13.835262,0.976952,8.511588,-0.506583,-0.498259,-0.360048,0.604562,
38,889410492,-9.659983,1.418512,1.689371,-12.717640,-0.745727,9.237595,-0.508324,-0.497564,-0.360590,0.603349,
39,889427159,-9.534027,1.596523,2.276311,-12.357190,-1.483246,9.915408,-0.510133,-0.496864,-0.360995,0.602155,
40,889443826,-9.763507,1.334147,2.613572,-10.650670,8.142165,13.563446,-0.511631,-0.497323,-0.361698,0.600081,
41,889460493,-10.689768,0.698955,2.183862,-5.309216,10.634881,21.334660,-0.513285,-0.498800,-0.361555,0.597523,
42,889477160,-10.631093,0.537307,2.502121,0.421196,1.972394,27.766785,-0.515530,-0.500285,-0.359796,0.595407,
43,889493827,-10.363277,0.694267,2.539635,2.943491,7.485852,28.052338,-0.517320,-0.502443,-0.358205,0.592991,
44,889510494,-10.398018,0.895871,2.054763,9.484097,10.791231,25.105736,-0.518198,-0.505216,-0.356509,0.590887,
45,889527161,-9.932129,1.160923,1.980380,13.832358,8.623068,20.780882,-0.518489,-0.507900,-0.354588,0.589485,
46,889543828,-9.539934,1.080553,1.834013,12.694783,8.777635,16.121128,-0.518451,-0.510265,-0.353117,0.588357,
47,889560495,-9.605450,1.084447,1.668541,9.500523,9.564720,11.436076,-0.518205,-0.512213,-0.352324,0.587357,
48,889577162,-9.819674,1.315706,1.509883,6.567937,5.350220,8.495486,-0.518140,-0.513427,-0.351681,0.586739,
49,889593829,-9.632201,1.719231,1.601645,4.830537,-1.513198,6.804239,-0.518411,-0.513837,-0.350796,0.586671,
50,889610496,-9.326253,1.936200,1.807496,3.755046,-3.515177,4.525771,-0.518669,-0.513878,-0.350021,0.586869,
51,889627163,-9.313972,1.792856,2.223962,3.060046,-2.793616,2.319160,-0.518754,-0.513816,-0.349525,0.587144,
52,889643830,-9.432541,1.398358,2.494045,2.523985,-4.010923,1.741824,-0.518892,-0.513580,-0.349025,0.587526,
53,889660497,-9.588145,0.940083,2.628722,3.813585,-2.721555,4.305233,-0.519086,-0.513682,-0.348321,0.587683,
54,889677164,-9.628794,0.648598,2.695036,7.535946,-2.828604,8.799586,-0.519391,-0.514282,-0.346954,0.587697,
55,889693831,-9.140177,0.794337,2.908797,13.184418,-6.859974,11.814059,-0.519733,-0.515114,-0.344573,0.588067,
56,889710498,-8.571799,1.081574,2.985514,15.031071,-5.734692,13.562669,-0.520025,-0.516266,-0.341986,0.588309,
57,889727165,-8.294387,1.373686,2.998199,11.191312,-6.375804,15.208069,-0.520775,-0.517150,-0.339552,0.588279,
58,889743832,-7.942828,1.601638,3.230309,4.113002,-9.844152,16.679031,-0.522350,-0.517270,-0.337348,0.588046,
59,889760499,-7.856735,1.638943,3.484335,-1.860215,-8.336204,18.831758,-0.524481,-0.517166,-0.335605,0.587237,
60,889777166,-8.158002,1.662144,3.678744,-4.648739,-6.621945,20.612530,-0.526885,-0.517078,-0.334093,0.586022,
61,889793833,-8.663984,1.721633,3.856033,-7.068400,-4.185660,20.533102,-0.529342,-0.517003,-0.332977,0.584507,
62,889810500,-9.321418,1.540429,3.963986,-8.224890,-3.128852,18.482578,-0.531656,-0.516825,-0.332192,0.583010,
63,889827167,-9.591224,1.061150,3.783038,-6.566320,-2.240101,14.203053,-0.533435,-0.516641,-0.331654,0.581854,
64,889843834,-9.596961,0.577704,3.392810,-2.983291,-0.563300,9.086986,-0.534430,-0.516627,-0.331326,0.581139,
65,889860501,-9.341537,0.078063,3.005720,0.529869,-1.101026,3.663878,-0.534728,-0.516579,-0.331067,0.581055,
66,889877168,-9.034441,-0.319645,2.859977,5.498503,-3.206903,-3.119627,-0.534181,-0.516412,-0.330734,0.581896,
67,889893835,-8.991504,-0.293390,2.923236,10.821690,-1.219921,-11.307749,-0.532442,-0.516431,-0.330718,0.583479,
68,889910502,-9.259259,0.081724,2.832014,16.339106,4.365112,-19.931814,-0.529284,-0.516931,-0.331312,0.585570,
69,889927169,-9.404907,0.413667,2.474165,21.910597,5.971287,-26.129673,-0.525090,-0.517687,-0.332014,0.588274,
70,889943836,-9.326492,0.637797,2.410481,26.252472,3.739568,-26.413021,-0.520638,-0.518555,-0.332187,0.591360,
71,889960503,-9.274783,0.885151,2.561050,27.418476,6.263519,-22.460226,-0.516301,-0.519905,-0.332143,0.593996,
72,889977170,-9.305141,1.131566,2.594446,27.136194,9.387047,-17.635067,-0.512238,-0.521723,-0.331984,0.596005,
73,889993837,-9.338450,1.188660,2.568562,26.676048,6.552100,-11.923554,-0.508831,-0.523525,-0.331214,0.597769,
74,890010504,-9.296227,1.112225,2.635062,28.486277,-1.662666,-6.005004,-0.506188,-0.525023,-0.329222,0.599797,
75,890027171,-9.060954,1.089996,2.566655,30.861166,-7.328652,-0.312745,-0.504121,-0.526464,-0.326164,0.601940,
76,890043838,-8.859250,1.073199,2.463690,31.054575,-10.706635,3.673791,-0.502538,-0.527802,-0.322530,0.604047,
77,890060505,-8.785449,1.144643,2.416751,31.049347,-12.551862,5.744856,-0.501213,-0.529062,-0.318595,0.606130,
78,890077172,-8.878121,1.226149,2.336585,30.827646,-10.100599,5.019231,-0.499717,-0.530477,-0.314907,0.608054,
79,890093839,-9.039886,1.194267,2.250197,30.032076,-9.389226,2.886670,-0.498050,-0.531788,-0.311499,0.610028,
80,890110506,-9.268547,1.183562,2.100361,28.123051,-8.113717,-0.614835,-0.496152,-0.532906,-0.308618,0.612060,
81,890127173,-9.356815,1.191487,1.821656,26.246296,-9.256468,-4.567461,-0.494092,-0.533599,-0.306123,0.614371,
82,890143840,-9.308108,1.472929,1.690105,25.065268,-9.828339,-8.686995,-0.491772,-0.533965,-0.304007,0.616960,
83,890160507,-9.160084,1.655986,1.647375,24.543736,-3.914502,-11.698414,-0.488953,-0.534683,-0.302590,0.619272,
84,890177174,-9.050138,1.715800,1.646761,24.802668,3.974122,-12.389935,-0.485696,-0.536090,-0.301759,0.621020,
85,890193841,-9.042117,1.751962,1.450837,24.570494,9.248075,-10.999584,-0.482344,-0.538010,-0.301209,0.622239,
86,890210508,-9.002860,1.717044,1.247508,24.537886,10.807404,-7.836009,-0.479204,-0.540199,-0.300519,0.623102,
87,890227175,-8.902325,1.582262,1.221989,25.741812,10.543694,-4.035036,-0.476318,-0.542605,-0.299397,0.623763,
88,890243842,-8.874462,1.237119,1.292340,28.126450,11.182456,0.269235,-0.473598,-0.545413,-0.297759,0.624169,
89,890260509,-8.849215,0.806286,1.325399,30.945183,11.184399,5.035380,-0.471078,-0.548611,-0.295481,0.624356,
90,890277176,-8.895464,0.573559,1.440820,33.568596,9.618105,8.981435,-0.468762,-0.552003,-0.292536,0.624496,
91,890293843,-9.130818,0.624404,1.427087,36.245388,7.395020,10.926953,-0.466490,-0.555444,-0.289032,0.624778,
92,890310510,-9.469114,0.845319,1.265105,39.879631,2.759472,10.242139,-0.464043,-0.558663,-0.284930,0.625614,
93,890327177,-9.784253,1.101945,1.188337,43.797333,-2.821322,7.586720,-0.461249,-0.561509,-0.280300,0.627222,
94,890343844,-10.094322,1.289764,1.213976,44.168018,-6.317430,3.801086,-0.458203,-0.563883,-0.275700,0.629360,
