PacketCounter,SampleTimeFine,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Quat_W,Quat_X,Quat_Y,Quat_Z,Acc_X_filtered,Acc_Y_filtered,Acc_Z_filtered,Gyr_X_filtered,Gyr_Y_filtered,Gyr_Z_filtered
22,2278879923,9.909489,-0.967762,-0.532476,-2.50108,1.877763,1.637708,0.689505,-0.051996,-0.722047,0.02288,9.908054616689606,-0.9608755581946665,-0.5275790939750643,-2.214692925769584,1.8187949649376336,1.6303898968525201
23,2278896590,9.904144,-0.973866,-0.539739,-2.161007,1.800771,1.618665,0.689498,-0.052023,-0.722051,0.02289,9.90841749230271,-0.9643180293246605,-0.519528754501351,-2.1908979449769186,1.8259828123689883,1.6275393972592793
24,2278913257,9.908056,-0.965646,-0.490553,-1.947346,1.833504,1.612902,0.689496,-0.052035,-0.722051,0.022917,9.90692924344697,-0.9648799383082566,-0.507505118226908,-2.20963912529991,1.809066019586281,1.6066896641912243
25,2278929924,9.903783,-0.954793,-0.49379,-2.196122,1.798838,1.573062,0.689489,-0.05208,-0.722055,0.022901,9.903225460503648,-0.9644834573188275,-0.5016644929608831,-2.283190132623123,1.7743405165648058,1.5726238768708898
26,2278946591,9.908628,-0.957635,-0.506184,-2.560284,1.674334,1.531505,0.689466,-0.052166,-0.722073,0.022836,9.89877052271732,-0.9651723892032782,-0.5071006017176857,-2.3427562706409444,1.7478707787383025,1.5395442534333297
27,2278963258,9.880405,-0.979505,-0.524031,-2.449727,1.791678,1.572626,0.689456,-0.052239,-0.722078,0.022791,9.89626975117012,-0.9666161668161808,-0.5190761923800982,-2.2931319932912793,1.7496979323277788,1.5254826133935053
28,2278979925,9.900799,-0.969599,-0.535026,-1.939163,1.738251,1.467614,0.689445,-0.052242,-0.722089,0.022797,9.89764218836121,-0.9669272658661823,-0.5273566789750374,-2.1076018889506787,1.7720015269505613,1.5410345771652907
29,2278996592,9.912575,-0.960853,-0.530425,-1.797051,1.806227,1.595614,0.689442,-0.052251,-0.72209,0.022824,9.902303348081404,-0.9654203776389269,-0.5249776373017846,-1.8574182498450293,1.7808603605772881,1.5795024831227373
30,2279013259,9.896873,-0.962877,-0.496267,-1.689554,1.741888,1.630946,0.689432,-0.052256,-0.722098,0.022864,9.90740416764357,-0.9633979877834379,-0.5131446114690931,-1.6524278130620689,1.7411998633300467,1.6191981393317518
31,2279029926,9.910444,-0.959165,-0.499228,-1.549274,1.655355,1.666113,0.689414,-0.052249,-0.722113,0.022923,9.909730294306977,-0.9620000416751692,-0.4989864426204982,-1.56492101701478,1.6461397616903035,1.6407777480143388
32,2279046593,9.913678,-0.957469,-0.504902,-1.642005,1.541251,1.629832,0.689384,-0.052248,-0.72214,0.022969,9.907806189037016,-0.9601707919558187,-0.48977527144821725,-1.604844865674556,1.5279624732529813,1.6464621358321565
33,2279063260,9.907312,-0.961106,-0.481911,-1.793094,1.453476,1.678432,0.689344,-0.052261,-0.722177,0.023011,9.902904356831844,-0.9557463835170378,-0.4885878356033818,-1.7449635806189394,1.4392117584643969,1.6621058562966795
34,2279079927,9.886847,-0.957703,-0.480142,-1.919556,1.33348,1.690688,0.689289,-0.052291,-0.722226,0.023039,9.898125711926513,-0.9489062462133373,-0.493266861170943,-1.951216646903845,1.4135200003348927,1.7166064818035596
35,2279096594,9.885671,-0.936056,-0.50126,-2.091418,1.403134,1.811324,0.68924,-0.052353,-0.722267,0.023058,9.896060618467715,-0.9440205787106082,-0.4986689506815597,-2.1881068393534155,1.4359631156308241,1.8136200886197686
36,2279113261,9.934753,-0.944364,-0.523639,-2.471216,1.552098,1.868658,0.689204,-0.052465,-0.722295,0.023036,9.897108093687244,-0.9469606712288746,-0.5015982534400012,-2.4085934090051673,1.4530969927986739,1.919907025582436
37,2279129928,9.867262,-0.95717,-0.501378,-2.6639,1.438979,2.067592,0.689154,-0.052588,-0.722333,0.023043,9.899661586343719,-0.9596561829971422,-0.5049513540484828,-2.5549809025961716,1.4212227087045324,1.9846109131972272
38,2279146595,9.898993,-0.977068,-0.507483,-2.411525,1.350218,1.986566,0.689097,-0.052694,-0.72238,0.02305,9.90124258071478,-0.9771204614058399,-0.515641463654364,-2.578464005650675,1.3509024662114328,1.9785524001896357
39,2279163262,9.921665,-0.99683,-0.515555,-2.454606,1.270781,1.918961,0.689031,-0.05281,-0.722435,0.023037,9.899872452705335,-0.99033494341171,-0.5361667106703352,-2.4639982606684416,1.302521776783013,1.921048967933553
40,2279179929,9.885706,-0.992325,-0.570473,-2.390023,1.277504,1.829406,0.688967,-0.05289,-0.72249,0.02304,9.895782298643844,-0.993065478016721,-0.558339939054927,-2.247137334364906,1.332681145356629,1.867802568410894
41,2279196596,9.899172,-0.985946,-0.570815,-2.159932,1.458573,1.838499,0.688923,-0.052955,-0.722526,0.02306,9.892007143897803,-0.9870436715356561,-0.5678340183609009,-2.0082669208196777,1.43925672521446,1.867197448552376
42,2279213263,9.876239,-0.995148,-0.588209,-1.543972,1.55626,1.969892,0.688894,-0.052961,-0.72255,0.023169,9.892011029033021,-0.9809083675898125,-0.5570122093543612,-1.826792922897182,1.5555446809698223,1.9214304737924572
43,2279229930,9.89644,-0.963151,-0.507214,-1.442341,1.632598,1.940002,0.688874,-0.052994,-0.722564,0.023246,9.896113868171916,-0.9829356562468665,-0.5332126837860836,-1.716843208057101,1.6005079334454357,1.9840038188756204
44,2279246597,9.912354,-0.973143,-0.501648,-1.973177,1.631868,2.038009,0.688849,-0.053067,-0.72258,0.023299,9.901010351135358,-0.9931035469463609,-0.5131260864471504,-1.6211774651951956,1.543121856584822,1.9939268285903393
45,2279263264,9.913975,-1.033891,-0.51227,-1.850607,1.34516,1.942051,0.688796,-0.053109,-0.722626,0.023366,9.90326888522811,-1.0022114661726338,-0.5083897663792266,-1.5001356239491357,1.4258966097904369,1.9196452732137397
46,2279279931,9.878991,-1.007275,-0.505022,-1.078308,1.245885,1.763146,0.688739,-0.053076,-0.722679,0.023477,9.902576270592029,-1.0003427863858845,-0.5168956300457175,-1.4215771078054518,1.3282816798738004,1.7811829818610212
47,2279296598,9.912824,-0.975602,-0.558297,-1.404267,1.336977,1.596267,0.688689,-0.053024,-0.722728,0.023567,9.900982306872844,-0.9870277066428996,-0.5279903468873781,-1.5206011491599045,1.3054187505857429,1.6366619750895441
48,2279313265,9.889517,-0.972673,-0.548738,-1.915382,1.415326,1.570206,0.688644,-0.053039,-0.722769,0.023584,9.89984915585929,-0.9725121984872354,-0.5348243783873189,-1.8442627444302697,1.3575917194604905,1.5460495706406654
49,2279329932,9.908562,-0.963289,-0.507191,-2.051757,1.473159,1.525781,0.688604,-0.053081,-0.722805,0.023565,9.898835643390745,-0.9684649088539817,-0.5398927938305005,-2.2488377559386943,1.4486557245091372,1.5398207717940922
50,2279346599,9.907383,-0.970809,-0.530917,-2.672698,1.486555,1.637554,0.68856,-0.053146,-0.722843,0.023539,9.897720028947676,-0.9772342361616274,-0.5483987099949472,-2.480973545181447,1.5420683373297017,1.6109822080451084
51,2279363266,9.884625,-0.985198,-0.581578,-2.604671,1.609662,1.709885,0.688529,-0.053264,-0.722865,0.023479,9.897630517145636,-0.9900491392328529,-0.5588083909439368,-2.3913426731230825,1.6175109349561834,1.7273368067619068
52,2279379933,9.895072,-1.021968,-0.574969,-2.311674,1.683286,1.879581,0.688508,-0.053373,-0.722878,0.023463,9.899283311359685,-0.9961162432941528,-0.5628280041180265,-2.0846430187105884,1.6646446539083968,1.8484781924000493
53,2279396600,9.894791,-1.00867,-0.545456,-1.342874,1.686052,1.899764,0.688495,-0.053369,-0.722887,0.023569,9.900682643735284,-0.9939460736998811,-0.5546130039814628,-1.8414106489888484,1.6743037481846512,1.9360645293512884
54,2279413267,9.922259,-0.965293,-0.539563,-1.49655,1.609726,1.943998,0.688472,-0.053376,-0.722905,0.023671,9.898384713527099,-0.9928197861822973,-0.5380146838843683,-1.8576725690121765,1.6402533090315228,1.9582414163414799
55,2279429934,9.888456,-0.976654,-0.522988,-2.327797,1.579324,1.898535,0.688439,-0.053459,-0.722929,0.023685,9.891726075163175,-1.0016936471394406,-0.5240717053752765,-2.0551612337590512,1.5681100790257108,1.8969734812487622
56,2279446601,9.871818,-1.031014,-0.504988,-2.610997,1.514818,1.84658,0.688398,-0.053576,-0.722961,0.023652,9.884657620901203,-1.0174538132731374,-0.521975192016425,-2.1690700102120517,1.4817370763160191,1.7611434265136372
