time_s,SampleTimeFine,knee_flexion_estimate_deg,knee_flexion_estimate_smooth_deg,relative_rotvec_x_deg,relative_rotvec_y_deg,relative_rotvec_z_deg,dominant_axis_x,dominant_axis_y,dominant_axis_z,is_peak
0.0,641172194,-1.6483019948986883,-1.8935839920886413,4.823957507261899,-5.782477496044875,-4.234114591106052,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.016667,641188861,-1.6737219389002185,-1.795473272395049,4.7949745852824455,-5.4914075043085,-4.218886696809507,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.033334,641205528,-1.6699149106588367,-1.6850967661067973,4.760502746937509,-5.109921272330492,-4.160335552024667,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.050001,641222195,-1.6339319164019244,-1.564154396617449,4.711988923865615,-4.654981146533767,-4.053864982466115,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.066668,641238862,-1.5880019276055102,-1.4343460873205673,4.630138023380222,-4.171906394496928,-3.9209376659497837,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.083335,641255529,-1.5290862354647852,-1.297371761609715,4.474934539593605,-3.5587334368563814,-3.7319863943912384,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.100002,641272196,-1.4039304921854554,-1.1549313428784551,4.276797372278113,-2.951436782666636,-3.456049485573077,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.116669,641288863,-1.188667948620214,-1.008724754520351,4.074413208012672,-2.542606299489974,-3.1030602796250872,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.133336,641305530,-0.9596551712541515,-0.8604519199289651,3.874117296222928,-2.1636221134692253,-2.739308610669437,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.150003,641322197,-0.7323783811056644,-0.7118127624978612,3.7288424896163432,-1.7689486729387782,-2.3967026047681177,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.16667,641338864,-0.5165168408810289,-0.5645072056206015,3.62050544060494,-1.3479495275566986,-2.077607705700226,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.183337,641355531,-0.29713014671201027,-0.4202351726907496,3.5203316260888626,-1.0861590349690655,-1.7750747721227715,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.200004,641372198,-0.1101938276663557,-0.2806965871018685,3.4230110514520553,-1.009879846641011,-1.5286259295834872,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.216671,641388865,0.03367167329407536,-0.1475913722475206,3.327090607700729,-1.123818866451062,-1.3496410997892263,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.233338,641405532,0.13435609430053286,-0.022619451521269873,3.2051406296889375,-1.1688436608871717,-1.199718159560492,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.250005,641422199,0.21586122472487626,0.09251925168332074,3.0839633056763356,-1.0133667034583995,-1.0490071387991888,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.266672,641438866,0.3037961703801076,0.19886793554166252,2.988948176691065,-0.7285008134902118,-0.8873420628744251,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.283339,641455533,0.3979216143123953,0.28985641244069194,2.913646874701685,-0.5112522069216159,-0.7338567438144319,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.300006,641472200,0.4450427795246526,0.36298808809500943,2.8403762592382673,-0.2501991494350271,-0.6269633818901701,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.316673,641488867,0.45184490754898143,0.4143692655114299,2.7764509656761063,0.034579954227063725,-0.5644339791557481,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.33334,641505534,0.43337908867420394,0.4394928691925101,2.7157262248302527,0.3254146915645933,-0.5296492477870421,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.350007,641522201,0.41197499307973967,0.4348061598727389,2.660954784662535,0.6157895297080779,-0.50034472515666,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.366674,641538868,0.3694942946316023,0.400856893175076,2.5799506823659843,0.8595322008128874,-0.4887604606173912,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.383341,641555535,0.30794448852235323,0.33864061863743405,2.457693163705418,1.0350028241532847,-0.48935371415747464,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.400008,641572202,0.23554908749732073,0.25005272707269777,2.2968279397887534,1.1910561165640021,-0.4889965754727105,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.416675,641588869,0.17001224575489995,0.13444781652046645,2.06746334961518,1.2256268274167996,-0.4683017410587069,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.433342,641605536,0.11884261017367356,-0.007160288144629601,1.7984083439255736,1.1603172985201713,-0.4278365867711295,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.450009,641622203,0.05438380983297503,-0.17048380615102482,1.543322052276269,1.0805754933855762,-0.40855499063420947,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.466676,641638870,-0.05438380983297503,-0.34917982403866715,1.3118986829937767,1.0862614972586064,-0.4367057928716457,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.483343,641655537,-0.18345623569868988,-0.5307025385476174,1.0594658114982753,1.1860173659470528,-0.46850063110554624,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.50001,641672204,-0.3278012370590801,-0.699740155163666,0.7800372434490772,1.2297074531548697,-0.512503154628898,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.516677,641688871,-0.517607034092129,-0.8427048795445049,0.5421790187503495,1.3990587829659222,-0.6076475253926774,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.533344,641705538,-0.7517360285229783,-0.9498722235300361,0.35449264575615724,1.6176510413279364,-0.7642654447453385,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.550011,641722205,-1.0064679595159016,-1.0156139956932562,0.16098571622392813,1.7357308440005899,-0.9517114318726072,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.566678,641738872,-1.2340381736063502,-1.0388907175860989,-0.003846671076804395,1.8019669828255904,-1.1264870094794677,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.583345,641755539,-1.4210769171827058,-1.0207667457031924,-0.1761081317894489,1.7553883134868526,-1.2670486215752894,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.600012,641772206,-1.5616208058879262,-0.9623171569778701,-0.3544608413744299,1.513636222571318,-1.3764107036724875,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
0.616679,641788873,-1.6543398458984606,-0.8638982418170497,-0.533386808891214,1.123077203168403,-1.4502251161610502,0.3544366989575161,-0.1006763385457442,0.9296445026401876,False
